,comment_body
1109,This looks good...will be nice if in 2-3 years you actually achieve your goal.
1110,"to many lower case I, s "
1111,"You said """"teh"""" instead of """"the"""""
1112,More sentences!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
1113,watch for ' this in you conjunctions
1114,MORE CONTENT
1115,"Needs way more details and description. Need a picture. This is not a paragraph, this is one sentence."
1116,"You missed 'I'. The only things I find wrong in this is that the paragraph is too short and that it should be, """"and I am"""" instead."
1117,Good
1118,That is very nice on how you help your dad a lot.
1119,"Great! Love it, work on your wording a little bit."
1120,Capitals and more sentences.
1121,need a different picture
1122,Nice
1123,WOW good job
1124,I started
1125,some misspelled words
1126,I think this entry is good to go. I think you should change your top photo. Having the same picture as your profile is kind of boring.  Nice job on entry. Just need 2 more.
1127,thats very nice of you maddie :3
1128,Thanks : )
1129,Nice owkr
1130,"Sorry, I meant to say nice work. It was a pretty impressive event."
1131,Good job
1132,you dont have much on this and im getting so confussed in what your saying
1133,more like intriguing start
1134,paint is spelled  wrong
1135,this is not giving me much information
1136,"It's """"I'm"""" not """"im"""""
1137,i'm
1138,Misspelled strong
1139,No I did not.
1140,Misspelled amazing
1141,Add a little more about what this taught you.
1142,Misspelled project
1143,Misspelled interview
1144,"Whats """"aloud"""" mean"
1145,you said cheer twice in a scentence and it did make scence
1146,Misspelled Singing
1147,Misspelled couple
1148,"You misspelled really, specialty "
1149,great
1150,Misspelled Chorus
1151,you are learning in your title wrong
1152,Not three sentences
1153,capitalize I
1154,you spelled broke wrong
1155,~Add more information
1156,right
1157,really
1158,vehicle is spelled wrong
1159,Capital on Motocross
1160,be more spcific
1161,"""""I"""""
1162,period after kawalla.
1163,"""""."""""
1164,Could you write a little bit more.
1165,Teamwork
1166,you said my and didn't add anything after it
1167,SPELLING. CHECK IT ALL.
1168,"Check your """"I"""" and periods."
1169,misspelled there;s
1170,It should not be all bold and italics.
1171,Make a capitol R in rodeo
1172,add you are
1173,Learning Things Fast
1174,Need to capitalize Penns Valley Rams
1175,misspelled spirit
1176,communicate
1177,misspelled there's
1178,The embers have been stirred!
1179,Interesting
1180,Great entry
1181,Cool
1182,*Hand Clap Emoji*
1183,Very interesting idea.
1184,"This is really good, Good job! "
1185,Nice work!
1186,fff
1187,They can be very inspiring
1188,Yeah that was cool!
1189,"Hi Abigail, "
1190,Thanks for the nice story. Keep them up!
1191,Future leaders of America
1192,Interesting idea!
1193,You're welcome!
1194,Factssssss
1195,"Braden, this sounds like a great experience!"
1196,That is very interesting
1197,"Looking upon the artwork it is making me want to get a pet mouse and drink a cup of coffee. Having taken your class, I want to give you a thumbs up and say keep up the good work."
1198,Dogs are butt heads
1199,thx
1200,Dang that was pretty good :)
1201,I like what I did
1202,great job on your career analysis Geno
1203,Great job on your credit assignment Bella
