,comment_body
1264,"This is a good entry, your writing style is fun! Consider relating the movie more to yourself. Have you ever faced a complicated problem? Did you resolve it yourself,  or with the help of others? These questions will help you to reflect on the experience more, as opposed to summarizing."
1265,"Josh, this is a great entry! You hit the nail on the head with not only summarizing, but reflecting upon your experience as well! I would love to read more entries by you in which you share more about yourself, consider creating new Live It entries soon. Kudos!"
1266,"The entry is good, but consider unpacking it a little more. Give more background on the experience in order to explain how you came to conclude it would help to enable teamwork! Remember, \""""reflective thinking turns experience into insight.\"""""
1267,The stir-fry dinner is something that mimicks the types of dinners you will have in your future careers. It is important you voice your development of your skills during this event to show recruiters how these dinners work for you.
1268,Team buildoing activities such as these are very important. it is imperative that you understand an effective way to work with your teammates and build stronger connection for a better work environment. It is great to get involved in these sort of activities.
1269,"What\'s up Zixuan, thanks for sharing! Your summary here is great, my only suggestion would be to expand on your takeaway. Consider applying, \""""after receiving encouragement from the crew, the astronaut was motivated and tried his best to survive when he was hopeless.,\"""" to yourself as a mechanical engineering major!"
1270,"This entry is good too, but unpack it a little more. Give more background and a takeaway in order to paint a fuller picture! Will this lunch be beneficial to you in a setting outside of Green Bowl such as the classroom or workplace? Don\'t stop now, keep up the good work!"
1271,"Knowing you took into account an allergy, this shows good communication skills and respect for your teammate Vince. This is very important in the future in careers and life in general. This types of dinners are great to be involved in for practice on how to effectively strengthen connections with your team."
1272,This was a good connection from the artwork back to your life and decisions. It is espescially interesting and engaging to know that you had taken into account the story of your college decision. I highly suggest further elaborating on your intricate decision of your major choice in another post.
1273,"Hey John, this is a great entry. You killed it when it comes to not only summarizing the experience, but reflecting upon it too. One of my favorite sayings is, \""""reflective thinking turns experience into insight,\"""" and that\'s just what you\'ve done here. Kudos to you, I would love to read more entries in the future!"
1274,"I really like that you compared and contrasted your Live It experiences, that\'s something I haven\'t seen before. My only suggestion here would be adding a takeaway; consider adding a sentence or two that summarizes your ultimate thoughts, in order to tie the paragraph up nicely."
1275,"I wanted to let you know, you do not need to highlight the skill tags within the post. You can solely explain the development or use through the personal story of your situation. This will help recruiters to better understand the way you work in your skill usage. However, I highly do suggest speaking on your personal use of these skills rather than the movie\'s use."
1276,"I wouldn\'t particularly say this is presentation skills. aI would put this under risk-taking and initiative. I say this because you made a decision to try something new that you wouldn\'t normally do and took a risk doing something you have never done before. This shows the initiative you took to go out of your way to do something you are not entirely keen on, but you still do it because it is something new."
1277,"This was a great summary of the movie. However, you should focus on how these skills applied to you rather than how the movie utilized them. It is good the movie at least sparked conversation with your teammates so you could futher strengthen the team bond."
1278,"Hey Drew! Thanks for sharing your experience, your summary of the movie is great, but I highly suggest reflecting more. In reflecting, consider relating the movie more to yourself and your major as a mechanical engineer. Ask yourself if the challenges / skills Watney implemented in space such as teamwork, critical thinking and initiative, are challenges / skills you would use in the classroom or workplace."
1279,"Drew - this is a good entry. You gave background on the experience, as well as reflected on what it meant to you! My only suggestion would be to unpack it a little more; tell me more of what you did at Green Bowl, and how it is a good team building experience."
1280,"What\'s up Vincent! Thanks for sharing your experience, I strongly suggest reflecting more and adding a takeaway to your entry. In reflecting, consider relating the movie to yourself and your major as a mechanical engineer. Ask yourself if the challenges / skills Watney implemented in space, such as teamwork, critical thinking and initiative, are challenges / skills you would use in the classroom or workplace. Then, add a takeaway to conclude what this experience meant to you!"
1281,"The reflection here is better! For this post, I suggest unpacking the experience more. Tell me what you did at Green Bowl that lead to your feelings of a positive team bonding experience. In doing so, you\'ll give potential recruiters better insight into how you think and work!"
1282,"Paul - this is a good entry, your summary is great and you had a takeaway that wrapped things up nicely! My only suggestion would be to cut down on details, and add more reflection. Yes, this experience was different than you\'re used to, but why would that be valuable to a potential recruiter? Expand on this to give better insight!"
1283,"Hey Jason, this is a great entry! Not only did you summarize you experience, but you reflected upon it, and gave a great takeaway, nice! If you haven\'t already, consider getting involved with a PSU dance club to expand on your dance interests! I would love to read about other experiences you\'ve had that you feel are helpful to your skill building. Keep up the good work!"
1284,"You\'re killing it Jason, this entry is very strong as well. I really enjoy your playful writing style, I can practically envision your confidence when creating the bowls. Kudos to you, keep up the good work!"
1285,"Hey Kyle, this is a good entry! My only suggestion would be to \'flip\' around the paragraph. Instead of writing your conclusion about the experience first, consider writing it last as a takeaway. Summarize the event, reflect upon what you learned, then give a takeaway to tie up the paragraph. Your writing is great, this just may be helpful in writing future entries!"
1286,"William - this is a good entry! You gave a fun background of the assignment, as well as had a strong takeaway that concludes your paragraph nicely. However, I would suggest adding more reflection in between the two. For example, consider giving insight as to why or what specifically made you feel this experience will be helpful when working with your teammates in the future! Keep up the good work!"
1287,"Hey Zachary! Your writing is very strong, I could picture the perfect day in vivid color! That being said, consider taking more time to reflect, as opposed to summarizing. Take your perfect day and apply it to the working world. Ask yourself; what about these skills would be seen as interesting or valuable to potential recruiters? Projecting your reflections onto the Live It platform allows for insight into how you think and work!"
1288,"Hey Drew, it took a lot to write this post, thank you for sharing! Everyone at some point in their lives face adversity, it\'s how you handle it that speaks about your character, and you seemed to have handled it with true grace. I too very much look forward to reading future posts by you! Your writing is strong and you are able to conduct emotion throughout the paragraph, a key to drawing in readers. Keep up the good work, I\'ll keep an eye out for your next post!"
1289,"Hey Agustey! This is a cool idea, it seems everyone learned a lot. Your background here is great, but consider focusing on yourself more in future posts. For example, i\'m glad you learned a lot about snapchat, but i\'m much more interested in what you taught others, given it pertains to your specific culture! Also, kudos to you for your takeaway, it shows you know not only how to summarize, but also reflect. Keep it up!"
1290,"Olga, i\'m a huge fan of your writing style, it\'s almost poetic. Your group struggle is a great way to reflect on your skills, however, consider focusing more on yourself and less on background information. In this situation, you have the opportunity to talk about how you personally handled it, and why, giving insight into how you operate. Keep this in mind when creating future posts, keep up the good work!"
1291,"This was a great summary of the movie. Howevr, I highly suggest specifically showing how this movie helped you develop the skills rather than how Mark developed skills."
1292,I highly suggest in the future tying back the movie contents to your personal skills learned and used based on the events in the movie.
1293,"I love your title, it\'s very creative. This is fun, your writing is strong and descriptive, I could almost feel the warm weather. I would love to read more entries by you where you expand on different experiences at Penn State, given our environment usually shapes who we grow to be! Keep up the good work."
1294,"Hey Sumit! Way to not only summarize your experience in a fun way, but reflect upon it too. Kudos! You\'ve got the Live It mindset of thinking down, I would love to read future entries by you. Consider creating future entries pertaining to chemical engineering, life at PSU or a club you\'re in / interested in. Keep up the good work!"
1295,"Hey Natalie, thanks for sharing your experience! This is a strong entry, your reflection on the day is great. While this is a good entry, don\'t be afraid to make yourself shine!  Consider focusing more on yourself, and less on summarizing, in future posts. SHO TIME sounds very interesting, it would make for great Live It entry material. Expanding upon what SHO TIME is and why it\'s important to you would help potential recruiters to gain better insight - keep that in mind for next time!"
1296,"Jack - while your descriptive writing is overwhelmingly vivid, consider spending less time summarizing and more expanding on Leadership JumpStart. Ask yourself; what did you learn, how will it apply in other places, do you consider yourself a leader? Unpack what you learned from them / your own team. If you\'re having trouble linking blueberry island and Leadership JumpStart, consider separating them into two different posts! Keep up the good work!"
1297,"Hey Raza, I love this idea! Consider expanding on your mission statement in separate Live It entries. For example, contemplate times you\'ve helped others; are you part of a club that focuses on giving back, have you taught others and learned unexpectedly from doing so? Unpacking your thought process allows for others to see into your line of thinking, and in general, get to know the type of person you are!"
1298,"This is great post. Huge improvement from the first post. I love when you say \""""college is an experience that continuously builds on itself, like this art piece.\"""" This quote shows how aware you have become and you ability to apply this experience to your life. This post allows me to find out exactly who you are as a student and as a person. These are the posts that we want on Live IT. This displays all the soft skills that employers like. "
1299,The Arboretum has this magical way of making us think of our past and how it molded us. I think the best part of your post is when you speak on all the difficulties you have been through in life and how they have allowed you to grow. I urge you to continue to reflect on your experiences as a child and as a PSU student because with reflection comes the realization of skills.
1300,This is a good post. I like how you speak on the fact that most people go through struggle in life and that in those tough times you learned some of life greatest lessons. You showed a lot of skills within this post and I know you will continue to develop these skills as you continue your journey at PSU.
1301,"Great that you went to the museum with a classmate. Connecting you past work experience to this art work is exactly what Dr. Daley is looking for in these post. This allows you to connect a past job to skills that you can offer a future employer. Also your last observation of the \""""cradling wheat\"""" displays that you are an ambitious person, which will serve you well at PSU. "
1302,"I love that you had an open mind and did something out of your comfort zone. That is what college is all about, Discovery. Music has a great way of making us nostalgic and calming us down. I task you with being open to different types of experience, like music, in order to discover new things about yourself because like i said before college is about discovery"
1303,I love that you are going outside of your comfort zone because this is something you will have to do throughout your college career. I like how you connected this experience to your future occupation. This shows you ability to be aware of your surroundings and how everything you do in college can be related to your future success.
1304,"Hey Brian, thanks for sharing! I love your writing style, it\'s fun and captivating You did a great job not only summarizing your experience, but reflecting upon it too, kudos! I would love to read more live it entries by you in the future, maybe something pertaining to THON or volleyball. Keep up the good work!"
1305,"What’s up Joel, this is very cool! I liked that you gave background on your experience for those who may not be up to speed on what a robot competition consists of. You also did great when it comes to not only summarizing, but reflecting as well. Keep up the good work!"
1306,"Nice, I hope you did well in the competition! Consider strengthening this post by adding a takeaway, or in other words, a sentence to wrap up both your experience and your reflection!"
1307,"Joel, I really love how your brain thinks in ways mine couldn\'t possibly fathom. Consider diversifying your Live It portfolio by writing about different topics. Perhaps your ability to speak multiple languages, your life in the UK or your time spent playing frisbee! Soft skills come in many shapes and forms, I would love to hear about yours!  "
1308,"What’s up Eclair, thanks for sharing your experience! While your post is great, you can strengthen it by not just summarizing, but reflecting as well! By reflecting, you’re giving potential recruiters insight into not just your skills, but who you are as a person. Unpack and personalize your entry by explaining the experience, then telling me how you feel your lifestyle fits. Hope to read more entries by you soon!"
1309,"Hey Nina, I love the way you painted the picture of you painting pottery! Your writing is great and it seems your people skills are just as good. Interpersonal abilities are often extremely important when it comes to healthcare, so kudos to you for shining in that aspect. I would love to read more entries by you soon, keep up the good work!"
1310,"Awesomeness in this post! What’s up Manuel, thanks for sharing! I’m glad you had a good time at your dinner, your post portrayed that very well. Consider writing more entries based around your daily experiences. Maybe something based around your ability to speak multiple languages, or your love for a certain sport. Hope to read more posts soon! "
1311,"Thanks for sharing your experience Jordan! You did a great job summarizing, but I would love to see you reflect a little more upon your experience. Unpack it; don’t just write about what happened, but dig deeper to connect this experience with who you are and how you work! Recruiters are interested in gaining a well rounded view of you, reflecting upon yourself and experience will aid in doing that! Keep up the good work!"
1312,"Hey Marco, this is a great story that reflects the skills you’ve developed! Like Ricky said, I too suggest diving more into the events of what happened, in order to give a better representation of who you are! Explain what the events of the day you put together were and shift the focus from your childhood complication, to your adulthood skill development. Keep up the good work!"
1313,"It takes a lot to not only recognize your weakness, but take action to better yourself, kudos to you for being able to do that! I like you ability to be humble, it’s a very humanizing attribute that will appeal to many coworker and recruiters, making you a valuable asset. I would love to read more of your entries in the future, hope to see them soon!"
1314,"Hey Grace, this is a great observation. I love that you were able to look at a piece of art and apply not just meaning to it, but meaning that resonates with you personally! I suggest adding the curiosity and critical thinking skill tags to this post, given you reflected upon this piece to find deeper meaning. Keep up the good work!"
1315,"While I love your line of thinking, I do suggest adding a takeaway to strengthen your entry. Consider adding a takeaway to help wrap up your entry neatly, as well as give the reader better insight into what you learned and concluded from your experience. "
1316,"You are so right in that there is always room for improvement, no one is perfect! I would love to read more about you experiences and less about specific skill tags! For example, consider creating new entries where you tell more about a specific volunteer experience, or a time you felt your teamwork skills were tested! "
1317,"While this is true, i’m not sure you’ve expressed how this pertains to you. Instead of just stating something you believe, consider giving an example of a time you practiced this, then reflect upon it to give further insight!"
1318,"Cool, I loved volunteering in high school too! This demonstrates valuable aspects about you both professionally, and personally, kudos! Consider getting involved with volunteer initiatives at Penn State, if you haven’t already, to further your skill development! Check out: http://volunteer.psu.edu/organizations"
1319,"“Enjoy the little things in life, one day you’ll look back and realize they were the big things,” is a cheesy quote I like to keep in mind! This is a nice outlook to have on life, I suggest adding the adaptability and intercultural skills tags to this post!"
1320,"These are all really good observations, I would just love to see a takeaway to tie together this entry! You make many good points, so it is easy to get lost in the details. Adding a takeaway will reiterate what is most important! "
1321,"This gives good insight as to how you operate, but consider giving less background and more reflection in future posts. By this I mean expand on how you operate, what you would like to change, and why. In doing so you will reflect upon your habits, give insight to readers, and grow your soft skills! "
1322,"This is a great post that gives insight as to who you are! Here’s what I suggest; add a takeaway to strengthen your entry. Adding a takeaway will not only wrap your paragraph up neatly, but allow potential recruiters to understand what you got out of this experience, and why it’s valuable!"
1323,"I suggest giving less background and more reflection to better the quality of your post! Instead of explaining the lead up to your performance of the experiment, focus more on the process of working in a team, and the execution of the experiment itself. In doing so, you are reflecting upon what actually led to the development of your soft skills, and giving insight to readers!"
1324,"This is a very cool experience that demonstrates your skills are valuable both professionally, and personally! If you haven’t already, consider getting involved with volunteer initiatives at Penn State! Check out: http://volunteer.psu.edu/organizations"
1325,"Hey Emma! I love your writing style, it’s very descriptive! This is a great entry, you not only gave background on your experience, but reflected upon it, thereby giving insight as to who you are as a person. Kudos! Keep up the good work, I would love to read more entries by you. "
1326,"Hey Weichen, thanks for sharing! Here’s what I suggest; focus less on summarizing the event, and more reflecting upon it. Instead of telling me details on the art pieces and your tour, consider unpacking the experience and what it meant to you. Was there an art piece you felt related to you, if so, why? How does this experience help you to expand and develop your soft skills? Reflection will help give meaning to your experiences, as opposed to just memories."
1327,"While these are good attributes to have in the workplace, I would love for you to convey how this experience applies to you through example. Instead of telling me what you value, demonstrate it through experience via a story! Also, be wary of the word limit in future posts! "
1328,"This post is great in that it gives insight as to who you are, and the life you lead. However, I do suggest only including one art piece per post. It seems each piece resonated with you in a different way, creating individual posts per piece will allow for you to elaborate on your thoughts and connections with the art in a more personal way through reflection! "
1329,"Hey Maeve, it seems your entry got cut off! Consider rewriting it in order to conclude your entry! While you’re at it, consider taking out a few background details, and emphasizing more on the experience itself through reflection. By this I mean as yourself questions such as; what did this teach me, how will I use it in the future, why is it valuable, etc. This will help recruiters to get a better idea of who you are and how you operate!"
1330,"Whoops, your entry got cut off again! Consider removing background details and focusing more on yourself. Recruiters want to hear about you, not the other girls on your team. Don’t be afraid to make yourself shine! Summarize your experience, then reflect upon it to elaborate on how your soft skills developed. "
1331,"All of your reflections as to why these paintings resonate with you personally are great, but I would love more details. Consider breaking this post up into individual posts per art piece in order to elaborate more on how these paintings connect with you, your soft skills and why!"
1332,"Nailed it! You not only did a great job of summarizing your experience, but reflecting upon it as well. In conveying your growth of soft skills through a story, you’ve allowed for potential recruiters to have insight into who you are as a person. Keep up the good work!"
1333,"Taylor, wonderful to read you are taking advantage of the PSU alumni network! As you move forward on your journey, I encourage you to continue to seek opportunities to network with others and craft experiences aligned with the skill sets required to be successful in the field. The PSU Student organizations offer several opportunities to do so. "
1334,"I encourage you to continue to find time to reflect on experiences. It is a practice, many great leaders embrace as it allows for both personal and professional growth. Ralph Waldo Emerson stated \""""Most of the shadows of life are caused by standing in our own sunshine.\"""" So, find time, in your busy life, to step out of the shadows and reflect on a situation as often doing so lets the sunshine in!"
1335,"I aways love to hear stories where older students serve as role models! I also think it is important we share the impact those individuals have had in our lives, at some point. So the question becomes, what opportunities will you pursue to demonstrate leadership on campus? There are many student organizations available at https://studentaffairs.psu.edu/hub/studentorgs/orgdirectory/search.aspx Perhaps you can craft similar experiences here on campus?"
1336,"So glad you were able to join us for the event! While I recognize the event may or may not be an event you would find yourself attending under normal circumstances, it is important for us to continue to step our of our comfort zone and expose ourselves to different perspectives. Doing so, allows us to grow both personally and professionally. So, as you continue on your journey, I encourage you to continue to seek and explore the many opportunities available to you at PSU. Well done!"
1337,"This is exactly what we want in these posts. I learned a lot about your determination, perseverance, and desire to work with people. Continue to refine these traits and you will be successful in your time at PSU. "
1338,The arboretum is good for making someone nostalgic. These moments allow you see how far you have come and where you want to go. I suggest you continue going to the arboretum if its one of the only things that sparks this reflection because it is important for your development.
1339,I love the imagery in this post. It also shows that you are reflective and have a history of being responsible. This will take you a long way at psu while you are transitioning from an immature high school student to an adult.
1340,"Hey Alexander, thanks for sharing your story! Pledge Class Social Chair is huge responsibility, congratulations! I like that you related specific skills to your position, however, I do suggest elaborating on them more in a narrative fashion. Instead of just saying you got ‘x’ position and learn ‘x’ skills, consider telling a specific story of a time you had to use a certain skill! "
1341,"Very cool, This is an awesome experience! Again, I would suggest getting a bit more specific. Was there a time you faced adversity on the job or took up the leader position? Maybe there was a time you felt to be extra fulfilling; why, what did you do? Reflect upon how you put your new learned skills into action! "
1342,"Try to elaborate more on your statement, “the skills I acquired were more experienced oriented,” as well as the different outcomes you felt occurred! In doing so, you’re giving better insight into your thought process for potential recruiters. Try not to just summarize your experience, but reflect, in order to truly convey your skills!"
1343,"Hey Jason, this is very cool. Here’s what I suggest; elaborate more on the process of designing the pedal tray. It seems you faced adversity when designing the break petal, unpack the process of designing it, then overcoming your obstacles! Try not to just summarize an experience, but reflect upon it as well to get better insight into who you are, and how your work! "
1344,"Wow, that’s pretty impressive. Again, I suggest here you elaborate on the process of repairing the car, it must have been quite the ordeal! Don’t just say what you did, explain it! Then, reflect upon why this experience, and what you learned, would matter in the workplace."
1345,"Very nice! Consider splitting this post up into two different entries; one where you share a story about an experience being an Academic Affairs Chairman, and another where you share a story about your experience the Student Leadership conference in Orlando!"
1346,"While this is a great story, I’d like to know more! Dig deeper into this experience; do you feel it shaped you in your college major choice, will it play a part in the type of job you want in the future? Consider giving specific examples of why you chose the problem solving and critical thinking skill tags!"
1347,Being in a fraternity gives you access to many different extracurricular activities such as charity work. I suggest you take advantage of this because it will allow you to develop your skills and it shows employers you are more than just a student.
1348,"Hey Tomomi, thanks for sharing! This is very cool, it must have took a lot of dedication to get your chorus to the city finals. I suggest you take this post and either break it up, or focus on one specific story. For example, a specific story of a time you provided moral support, acted as a mediator or assisted members beyond designated practice would be great to convey how you truly operate in times of adversity! Keep up the good work!"
1349,"I love how involved you are! I think this post can be improved by focusing less on the minor details, and reflecting more upon becoming president during what you described to be a difficult time. In doing so, you’re no only telling recruiters how you stepped up, but reflecting upon what you learned from that experience, and how it has shaped you!"
1350,"Hey Liam, thanks for sharing. While it’s cool you had this experience, I’m not exactly sure how it translates into your soft skill development. Consider summarizing less on the company, and reflecting more upon what would be a better fit for you with a specific story. For example, perhaps there was a class that had loose deadlines in which you didn’t do as well, and for this reason, you know you prefer a strict schedule!"
1351,"This is an awesome entry, great job! You not only summarized the event, but reflected upon what it means to you and had a good takeaway, kudos!"
1352,"This entry is good too! My only suggestion would be to summarize a little less, and focus more on yourself. I like that your take away concludes this was a reassuring experience, but I would love to read a little more about why it was appealing to you, and in general, the types of jobs you\'re interested in!"
1353,"Katelyn, this sounds like an interesting talk! I love learning what different jobs entail, and which skills they need that aren\'t stated on the job description. I encourage you to do as many informational interviews as you can- it\'ll help you learn what\'s out there and what sounds like something you might want to pursue. Check out these links:  https://www.livecareer.com/quintessential/informational-interview-questions https://www.themuse.com/advice/5-tips-for-nonawkward-informational-interviews"
1354,"Company culture is extremely important in terms of both an individual\'s success, happiness, and engagement; and the company\'s bottom line. I\'m glad the discussion centered around this! It\'s great that you\'re self-aware enough to understand that Qualtrics might not be the best fit for you even though the culture has it\'s pluses.   It\'s always a smart idea to learn everything you can about a company\'s culture before moving forward with them. I\'d suggest asking about it during interviews and looking at the reviews on Glassdoor.com. "
1355,"Alexander- excellent job articulating the valuable skills you\'re learning as social chair. Although I was my team\'s social chair in college, I was not expecting to hear all the connections you\'ve made between this position and your future professional life. The kinds of interpersonal skills you describe will serve you well in any situation. Getting things done at work definitely is much easier when you know how to \""""play well with others.\"""" I encourage you to keep your skill development in mind and reflect on your actions (what went well, what could have gone better) so that you can go from good to great! "
1356,"as your mentor I can say, post college is when I started really getting in tune to nutritional health and using vitamins. I also use calorie counting apps as a way to monitor nutrients intakes because it makes it a game to see how perfect I can plan my meals! "
1357,I really enjoy the fact that you interpreted your reflection differently in this event. It is great that you showed you are able to use the technology available to you to find someplace new. Your childhood reflection also was intriguing! Keep up the good work!
1358,"This sounds like a great, exhilarating experience to have. This really shows your dedication to be involved even off-season."
1359,This was a great class to be involved in. The vocabulary In this post shows your audience you really know what you\'re talking about with this project.
1360,This is impressive you were able to start a club based on both engineering and gardening. It would be nice to see more Posts about how this club is going
1361,This was a good experience to get involved in. I highly suggest also posting about experiences you have had outside any prompts as well!
1362,This is nice how you connected back from the movie instead of just summarizing it!
1363,This event seemed like a great learning experience for you. I highly suggest further posting about more personal experiences you have had during your past few years that will help connect back to your skills.
1364,The connection from the movie to real life in this post is very intriguing. I highly suggest getting involved in more activities alike this to post about and connect back to.
1365,This is a pretty complicated thing to do if you are not 100% sure what to do. Within this short post you were able to tell your audience just a fraction of what you\'re capable of. Keep up the good work and keep sharing your experiences! :)
1366,"I\'m sorry to hear you got in an accident! However, this is very impressive and helpful you were able to repair your own car. It shows the dedication and self-drive you have in your work and wanting to get things done yourself rather than rely on others for work needed. Aside from developing soft skills from this experience, you have gained further knowledge in car repairs! I\'ll let you know when my car breaks down next! :)"
1367,This is a great organization to get involved with. This shows your generosity to help others without return and is an important skill to have as far as connecting back to emotional intelligence. You have shown a level of caring for the less fortunate that is highly praised throughout most people and companies worldwide. Keep up the good work and keep involved!
1368,"You really made this post enjoyable to read. I love the way you formatted it into a story yet was still able to describe your soft skills learned through it. I have never experienced traditional Chinese medicine, but it sounds very intriguing. I would say this post would not only showcase your skills but enlighten your audience on Chinese medicine and to further research it."
1369,"That is very impressive you were able to raise the overall GPA. A lot of times GPAS will fluctuate substantially in college, however this shows the dedication you had to being at the top and bringing everyone with you along the way. This is a huge factor in proper leadership."
1370,"This is exactly how this prompt should have turned out. This post was done very well and really showcased the dedication, genorosity, and emotional intelligence you have. I highly suggest creating posts similar to this format and tone of which I believe works best for you in these posts in your future posts! Great job! Thank you to your brother for his service!!!"
1371,This is a great way to summarize this experience by connecting it back to your personal life and how it can help you!
1372,"This is an interesting story it sounds like, however how did reading this book connect back to you and your experiences? "
1373,This is nice that you were made aware further of how social media affects our lives. It is also good that you were able to make a connection between how social media and technology affect us all now.
1374,This is a good connection back to realize that social media indeed does not help but hinder face to face interpersonal social interactions.
1375,This is an impressive internship to have! Keep up the good work and keep involved in experiences such as these that will propel you further into your field and prepare you for your career!
1376,This is a very impressive company to be involved with. I highly suggest further experiencing connections with company\'s such as Qualtrics to further propel yourself into your career with your field experiences.
1377,I highly suggest writing a post further show the audience use of these new skills and how they helped you with a task! Great Job with the post!
1378,That is quite a variety of jobs to have at once! This was a great summary of your member\'s father. I highly suggest creating another post to further elaborate on how his story influenced or helped you with skill development in situations or a certain situation. Good job!!
1379,"This is a really good event to experience to help you learn and grow throughout your time in college. Definitely keep these events in mind and attend them when you can, they will really help you for your future and in helping decide what you may be happiest doing."
1380,"I am not entirely sure if this is something you yourself was involved in creating and organizing or if you are telling your audience this exists. This is a great event and is for a great cause! If you helped in the creation of this event, I highly suggest creating another post describing how you helped. If not, will benefit from this by making another post based on how it has changed your perception and helped you develop or use skills in conjunction with this event."
1381,"This was interesting to write about. However, I highly suggest creating a post on how this either furthered your skill development or helped you connecting back to the presentation by Jim Valent."
1382,"You\'re portfolio is very impressive! It is great to see that you are using Live It to its full potential and to your full advantage! Keep up the great posts and the involvement, we really appreciate students like you! :)"
1383,That is incredibly impressive work! Research opportunities like these are incredibly important for a better understanding of your field and it is great you had this experience to propel you into your career.
1384,This is very impressive philanthropy! It is very important to be involved in giving back to your community. Keep up the good work!
1385,TED talks are a great thing to put on a resume. Being involved with TEDx shows the level of  intelligence and understanding you have. I highly suggest further continuing with TED talks if possible! Great job!
1386,"This is a great short list, however I would further elaborate on how these bulleted items helped you with your skills in a short few sentences."
1387,This is a very interesting project. I would elaborate how this helped you with your skills in a current situation and why it was important for this project to be conducted.
1388,You should further elaborate on how this affected your skill development for the skills tagged.
1389,You should further elaborate on this experience after completing the semester on how it affected you. It would be interesting to hear the things you learned from this opportunity!
1390,This was very interesting to read about. It really shows determination and intelligence that you actually did the Research on the design to make your own rather than relying on someone or something else. This is a take to life that should always be considered and is a great opportunity to learn new skills! Keep up the good work!
1391,"Once again, very impressive that you are maintaining your automobiles on your own learning on your own time. This is huge and crucial in any career to never stop learning and to always develop new skills!"
1392,It is very interesting that you continued to use CAD even for simple projects at home on your own time. The picture provides a great visual to the process of your birdhouse! Keep up the good work! Always keep developing and strengthening skills!
1393,This is also a big example of leadership skills! This was a great opportunity to learn new skills and put old ones to work. I highly suggest in the future further involving yourself in activities like these.
1394,"That is very impressive, this was a great step into the world of leadership experiences you will have from here on out. Keep up the good work!!!"
1395,"Hey Ju-Yi, thank you for sharing and an extra thank you for taking time to give us at Live It feedback! While this post is a good summary of all you did, consider giving less background and focusing more on the issues you highlighted. How did you handle the group dynamic, not being able to meet and over all how did you contribute? Reflect upon working in a group in order to make all you\'ve contributed stand out!"
1396,"Riley - this is great! Way to think creatively when solving a problem, for this reason, I would consider adding the creativity tag to this post. My only suggestion here would be to highlight yourself more; how did you specifically contribute to this group dynamic? Keep up the good work!"
1397,"Very cool! I see you’ve carried the attributes of being a leader all throughout your life, consider getting involved, if you haven’t already, in an organization at Penn State. You seem as though you would make a valuable asset to any organization. I also love the vivid descriptive writing you use in the beginning of your paragraph, kudos! "
1398,"Riley, a special thank you is in order from us here at Live It! All you’ve done for us is of great value, and you’ve done a good job displaying that in this entry. My only suggestion would be to expand more on how you engaged said individuals on a personal level. I think you’ll come to find this isn’t the first or last time you will have to use your own interpersonal skills to help someone else, so I would love to hear more about how you put this into action during the focus group!"
1399,"“Teamwork makes the dreamwork,” is a cheesy saying I like to remember when doing what can be difficult group projects. Dividing and conquering seems to have been your stagey here, and it worked well! Consider strengthening your post by elaborating more on your takeaway; what exactly was the one conclusion, or, ultimately, how did you reach it? "
1400,"Casey - while you did a great job summarizing your experience, I would love to read more where you reflect upon how you personally contributed. It seems you’re saying each member played an important role, consider expanding on what specifically you did! In doing so, you will give potential recruiters better insight into who you are, and how you work!"
1401,"I’m glad it worked out! Here’s what I suggest: unpack the ideas of compromise, managing time, and helping others in a group more to give recruiters and idea of how you went about this. All of these are important accepts to understand both in and out of the classroom, so elaborating on them is important! Use specific examples to help you in doing so."
1402,"This is a wonderful reflection, kudos! You’ve done a great job of painting the picture of Old Main on 9/11. I love that this turned into an intercultural experience for you, it just goes to show a lot can be learned from just a little conversation. Keep up the good work!"
1403,"“A chain is only as strong as it’s weakest link,” is so true when it comes to working as a team. I’m glad this experience was ultimately a good learning experience for you, as sometimes group projects can be disheartening. My only suggestion would be to highlight your contributions a little more, don’t be afraid to make yourself shine! "
1404,"Helena, this sounds like an amazing opportunity and experience.  No one knows more about what a work day looks like for a public servant like a \'receptionist\' for community issues.  Great work."
1405,This was a great realization to make and experience to write about. It really shows that failures just lead to learning. This post also shows your audience how you deal with failures and your dedication to try to make it work. Good job!
1406,This post shows your attachment to perfection and doing things correctly. This is crucial in any work field and is great you showed this in your post!
1407,"This is a very impressive project top be involved in, especially since the project was also sent to KCF. I highly suggest immersing yourself in these opportunities when they come to continue strengthening your skills. "
1408,This is a very impressive use of multiple platforms to create a springbox. I highly suggest staying get active in projects such as these throughout your journey to continue to strengthen skills in your field.
1409,"This is a very interesting project and is very impressive to be involved in. Even though this was a small, hypothetical experiment it still shows the level of involvement you have which is crucial for employers to see that dedication and perseverance in the future."
1410,Glad to hear that you gave it a little time in ME so you REALLY knew that it was not the right career path for you!  No looking back....only forward from here on out!
